,AT_transversion,AT_transition,GC_transversion,CpG_transversion,GC_transition,CpG_transition,feature
DO51129,0.0,12.5,0.0,0.0,12.5,75.0,Prost-AdenoCA
DO51124,10.0,10.0,0.0,0.0,20.0,60.0,Prost-AdenoCA
DO36253,0.0,11.76,0.0,5.88,47.06,35.29,Prost-AdenoCA
DO51088,0.0,10.0,10.0,0.0,20.0,60.0,Prost-AdenoCA
DO36335,0.0,0.0,0.0,0.0,50.0,50.0,Prost-AdenoCA
DO51148,0.0,16.67,0.0,0.0,33.33,50.0,Prost-AdenoCA
DO51061,12.5,12.5,0.0,0.0,37.5,37.5,Prost-AdenoCA
DO52534,33.33,0.0,0.0,33.33,0.0,33.33,Prost-AdenoCA
DO51118,18.18,0.0,18.18,9.09,18.18,36.36,Prost-AdenoCA
DO51083,16.67,33.33,0.0,0.0,33.33,16.67,Prost-AdenoCA
DO52530,,,,,,,Prost-AdenoCA
DO51159,0.0,0.0,50.0,0.0,0.0,50.0,Prost-AdenoCA
DO36372,0.0,0.0,20.0,0.0,20.0,60.0,Prost-AdenoCA
DO51135,0.0,16.67,0.0,0.0,33.33,50.0,Prost-AdenoCA
DO51048,0.0,11.11,22.22,0.0,11.11,55.56,Prost-AdenoCA
DO10809,13.64,9.09,0.0,4.55,22.73,50.0,Prost-AdenoCA
DO10837,0.0,0.0,33.33,0.0,0.0,66.67,Prost-AdenoCA
DO51128,0.0,11.11,33.33,11.11,22.22,22.22,Prost-AdenoCA
DO51087,5.26,5.26,57.89,15.79,5.26,10.53,Prost-AdenoCA
DO51115,0.0,0.0,0.0,0.0,33.33,66.67,Prost-AdenoCA
DO52505,12.5,0.0,25.0,0.0,25.0,37.5,Prost-AdenoCA
DO51050,20.0,5.0,0.0,10.0,15.0,50.0,Prost-AdenoCA
DO52499,0.0,0.0,0.0,0.0,0.0,100.0,Prost-AdenoCA
DO36265,0.0,0.0,0.0,0.0,100.0,0.0,Prost-AdenoCA
DO51154,0.0,0.0,0.0,0.0,0.0,100.0,Prost-AdenoCA
DO51062,25.0,25.0,25.0,0.0,25.0,0.0,Prost-AdenoCA
DO10815,0.0,0.0,0.0,0.0,33.33,66.67,Prost-AdenoCA
DO51055,0.0,0.0,0.0,0.0,20.0,80.0,Prost-AdenoCA
DO51111,0.0,12.5,0.0,12.5,37.5,37.5,Prost-AdenoCA
DO51047,0.0,0.0,20.0,0.0,40.0,40.0,Prost-AdenoCA
DO51152,8.33,16.67,16.67,0.0,41.67,16.67,Prost-AdenoCA
DO51110,0.0,30.0,0.0,0.0,30.0,40.0,Prost-AdenoCA
DO51065,0.0,16.67,16.67,16.67,50.0,0.0,Prost-AdenoCA
DO52502,0.0,0.0,0.0,0.0,100.0,0.0,Prost-AdenoCA
DO51153,20.0,10.0,10.0,0.0,20.0,40.0,Prost-AdenoCA
DO51070,0.0,0.0,20.0,0.0,40.0,40.0,Prost-AdenoCA
DO52513,0.0,0.0,0.0,0.0,75.0,25.0,Prost-AdenoCA
DO51084,12.5,12.5,0.0,25.0,25.0,25.0,Prost-AdenoCA
DO36360,0.0,0.0,0.0,0.0,100.0,0.0,Prost-AdenoCA
DO51141,9.09,9.09,27.27,0.0,27.27,27.27,Prost-AdenoCA
DO52498,0.0,0.0,0.0,0.0,0.0,100.0,Prost-AdenoCA
DO51098,16.67,0.0,16.67,0.0,16.67,50.0,Prost-AdenoCA
DO51121,18.18,9.09,0.0,0.0,27.27,45.45,Prost-AdenoCA
DO51073,0.0,0.0,33.33,0.0,33.33,33.33,Prost-AdenoCA
DO36285,0.0,50.0,0.0,0.0,0.0,50.0,Prost-AdenoCA
DO10819,0.0,0.0,0.0,0.0,60.0,40.0,Prost-AdenoCA
DO36226,16.67,0.0,16.67,0.0,33.33,33.33,Prost-AdenoCA
DO10833,0.0,25.0,25.0,0.0,25.0,25.0,Prost-AdenoCA
DO36248,8.33,16.67,25.0,0.0,16.67,33.33,Prost-AdenoCA
DO36356,15.38,23.08,0.0,7.69,0.0,53.85,Prost-AdenoCA
DO51045,0.0,66.67,33.33,0.0,0.0,0.0,Prost-AdenoCA
DO52500,0.0,100.0,0.0,0.0,0.0,0.0,Prost-AdenoCA
DO52506,0.0,20.0,20.0,0.0,40.0,20.0,Prost-AdenoCA
DO51100,0.0,0.0,0.0,0.0,44.44,55.56,Prost-AdenoCA
DO10831,0.0,14.29,0.0,0.0,28.57,57.14,Prost-AdenoCA
DO51095,,,,,,,Prost-AdenoCA
DO51092,0.0,0.0,0.0,0.0,50.0,50.0,Prost-AdenoCA
DO52514,,,,,,,Prost-AdenoCA
DO51094,22.22,11.11,11.11,0.0,33.33,22.22,Prost-AdenoCA
DO36273,0.0,0.0,50.0,0.0,50.0,0.0,Prost-AdenoCA
DO10806,4.55,9.09,4.55,0.0,9.09,72.73,Prost-AdenoCA
DO51113,22.22,0.0,11.11,11.11,11.11,44.44,Prost-AdenoCA
DO51081,20.0,30.0,10.0,0.0,20.0,20.0,Prost-AdenoCA
DO51097,20.0,20.0,20.0,0.0,10.0,30.0,Prost-AdenoCA
DO52508,0.0,0.0,0.0,0.0,0.0,100.0,Prost-AdenoCA
DO221503,,,,,,,Prost-AdenoCA
DO50424,0.0,18.18,0.0,9.09,36.36,36.36,Prost-AdenoCA
DO50419,0.0,20.0,10.0,0.0,20.0,50.0,Prost-AdenoCA
DO50428,0.0,12.5,50.0,0.0,25.0,12.5,Prost-AdenoCA
DO50416,0.0,22.22,11.11,0.0,22.22,44.44,Prost-AdenoCA
DO50420,0.0,10.0,10.0,10.0,10.0,60.0,Prost-AdenoCA
DO50414,20.0,0.0,0.0,0.0,60.0,20.0,Prost-AdenoCA
DO50432,33.33,0.0,33.33,0.0,33.33,0.0,Prost-AdenoCA
DO50415,28.57,0.0,14.29,14.29,14.29,28.57,Prost-AdenoCA
DO50422,0.0,20.0,0.0,0.0,40.0,40.0,Prost-AdenoCA
DO50430,0.0,0.0,0.0,0.0,25.0,75.0,Prost-AdenoCA
DO50431,0.0,15.38,15.38,7.69,38.46,23.08,Prost-AdenoCA
DO50417,0.0,0.0,0.0,0.0,0.0,100.0,Prost-AdenoCA
DO50421,20.0,0.0,0.0,0.0,40.0,40.0,Prost-AdenoCA
DO50418,0.0,28.57,14.29,0.0,42.86,14.29,Prost-AdenoCA
DO50423,0.0,0.0,0.0,0.0,100.0,0.0,Prost-AdenoCA
DO36221,0.0,0.0,0.0,0.0,33.33,66.67,Prost-AdenoCA
DO48577,0.0,7.14,7.14,14.29,21.43,50.0,Prost-AdenoCA
DO36223,0.0,18.18,0.0,9.09,36.36,36.36,Prost-AdenoCA
DO51132,0.0,50.0,0.0,0.0,50.0,0.0,Prost-AdenoCA
DO51079,0.0,12.5,0.0,0.0,62.5,25.0,Prost-AdenoCA
DO38966,0.0,100.0,0.0,0.0,0.0,0.0,Thy-AdenoCA
DO38901,0.0,25.0,0.0,0.0,50.0,25.0,Thy-AdenoCA
DO39910,0.0,0.0,0.0,0.0,0.0,100.0,Thy-AdenoCA
DO40664,0.0,0.0,0.0,0.0,0.0,100.0,Thy-AdenoCA
DO38911,12.5,25.0,0.0,0.0,50.0,12.5,Thy-AdenoCA
DO39127,0.0,0.0,50.0,0.0,50.0,0.0,Thy-AdenoCA
DO39072,0.0,0.0,0.0,0.0,100.0,0.0,Thy-AdenoCA
DO39956,0.0,0.0,33.33,0.0,16.67,50.0,Thy-AdenoCA
DO39070,0.0,40.0,0.0,0.0,20.0,40.0,Thy-AdenoCA
DO219585,10.0,30.0,10.0,0.0,30.0,20.0,Thy-AdenoCA
DO48065,0.0,50.0,0.0,0.0,50.0,0.0,Thy-AdenoCA
DO39062,,,,,,,Thy-AdenoCA
DO48159,14.29,0.0,0.0,0.0,57.14,28.57,Thy-AdenoCA
DO39210,0.0,25.0,0.0,0.0,25.0,50.0,Thy-AdenoCA
DO39306,14.29,14.29,28.57,0.0,42.86,0.0,Thy-AdenoCA
DO39684,0.0,0.0,0.0,0.0,0.0,100.0,Thy-AdenoCA
DO39841,20.0,0.0,0.0,0.0,40.0,40.0,Thy-AdenoCA
DO39084,0.0,0.0,0.0,50.0,50.0,0.0,Thy-AdenoCA
DO48103,0.0,0.0,0.0,0.0,100.0,0.0,Thy-AdenoCA
DO40759,0.0,0.0,0.0,0.0,25.0,75.0,Thy-AdenoCA
DO40147,16.67,50.0,0.0,0.0,33.33,0.0,Thy-AdenoCA
DO40405,0.0,20.0,0.0,0.0,40.0,40.0,Thy-AdenoCA
DO40193,0.0,0.0,33.33,0.0,66.67,0.0,Thy-AdenoCA
DO39886,0.0,0.0,0.0,25.0,75.0,0.0,Thy-AdenoCA
DO40496,,,,,,,Thy-AdenoCA
DO39016,16.67,0.0,16.67,0.0,66.67,0.0,Thy-AdenoCA
DO39481,0.0,14.29,0.0,14.29,57.14,14.29,Thy-AdenoCA
DO40069,0.0,16.67,16.67,0.0,58.33,8.33,Thy-AdenoCA
DO40167,0.0,0.0,27.27,9.09,18.18,45.45,Thy-AdenoCA
DO38899,0.0,12.5,12.5,0.0,50.0,25.0,Thy-AdenoCA
DO48084,0.0,0.0,0.0,0.0,100.0,0.0,Thy-AdenoCA
DO39534,0.0,0.0,0.0,0.0,0.0,100.0,Thy-AdenoCA
DO40274,0.0,0.0,0.0,0.0,66.67,33.33,Thy-AdenoCA
DO38946,25.0,0.0,0.0,0.0,50.0,25.0,Thy-AdenoCA
DO39847,0.0,20.0,0.0,0.0,60.0,20.0,Thy-AdenoCA
DO39798,0.0,0.0,0.0,0.0,33.33,66.67,Thy-AdenoCA
DO39610,0.0,0.0,25.0,0.0,50.0,25.0,Thy-AdenoCA
DO39216,50.0,0.0,0.0,0.0,0.0,50.0,Thy-AdenoCA
DO39363,0.0,10.0,10.0,10.0,40.0,30.0,Thy-AdenoCA
DO38903,50.0,50.0,0.0,0.0,0.0,0.0,Thy-AdenoCA
DO39046,0.0,0.0,0.0,0.0,100.0,0.0,Thy-AdenoCA
DO39564,,,,,,,Thy-AdenoCA
DO40735,0.0,66.67,0.0,0.0,0.0,33.33,Thy-AdenoCA
DO39635,0.0,9.09,9.09,9.09,45.45,27.27,Thy-AdenoCA
DO40484,0.0,0.0,40.0,0.0,40.0,20.0,Thy-AdenoCA
DO39020,25.0,0.0,0.0,0.0,50.0,25.0,Thy-AdenoCA
DO39022,0.0,0.0,0.0,50.0,50.0,0.0,Thy-AdenoCA
DO38978,0.0,0.0,100.0,0.0,0.0,0.0,Thy-AdenoCA
DO10172,3.21,7.5,10.36,1.07,22.86,55.0,ColoRect-AdenoCA
DO36431,3.7,18.52,18.52,0.0,29.63,29.63,ColoRect-AdenoCA
DO44087,0.0,0.0,10.0,0.0,20.0,70.0,ColoRect-AdenoCA
DO8858,3.23,26.04,5.07,3.0,19.35,43.32,ColoRect-AdenoCA
DO44091,2.63,13.16,10.53,5.26,13.16,55.26,ColoRect-AdenoCA
DO7801,7.71,16.97,15.99,1.26,19.07,38.99,ColoRect-AdenoCA
DO44093,0.0,0.0,9.68,0.0,3.23,87.1,ColoRect-AdenoCA
DO37259,11.11,2.78,2.78,0.0,27.78,55.56,ColoRect-AdenoCA
DO36556,7.61,17.68,14.01,1.1,19.77,39.83,ColoRect-AdenoCA
DO8898,3.19,9.58,9.9,0.64,29.07,47.6,ColoRect-AdenoCA
DO9074,0.0,7.89,7.89,0.0,18.42,65.79,ColoRect-AdenoCA
DO8264,9.03,26.66,13.9,1.49,17.79,31.13,ColoRect-AdenoCA
DO7822,7.41,14.81,3.7,0.0,22.22,51.85,ColoRect-AdenoCA
DO9700,6.38,12.77,4.26,0.0,17.02,59.57,ColoRect-AdenoCA
DO9226,0.0,5.26,36.84,0.0,26.32,31.58,ColoRect-AdenoCA
DO36386,0.0,9.09,0.0,0.0,22.73,68.18,ColoRect-AdenoCA
DO8360,4.03,25.39,4.73,1.23,34.5,30.12,ColoRect-AdenoCA
DO44092,4.48,2.99,8.96,4.48,26.87,52.24,ColoRect-AdenoCA
DO219106,2.33,4.65,9.3,0.0,30.23,53.49,ColoRect-AdenoCA
DO44094,0.0,8.47,5.08,0.0,20.34,66.1,ColoRect-AdenoCA
DO36822,6.98,16.28,6.98,4.65,32.56,32.56,ColoRect-AdenoCA
DO9042,11.76,2.94,11.76,2.94,26.47,44.12,ColoRect-AdenoCA
DO44090,0.82,14.75,4.1,0.82,28.69,50.82,ColoRect-AdenoCA
DO9940,0.0,0.0,16.13,3.23,12.9,67.74,ColoRect-AdenoCA
DO9876,3.86,12.4,7.5,0.52,19.6,56.12,ColoRect-AdenoCA
,,,,,,,ColoRect-AdenoCA
DO10631,0.0,7.69,7.69,3.85,30.77,50.0,ColoRect-AdenoCA
DO37138,4.76,4.76,4.76,4.76,9.52,71.43,ColoRect-AdenoCA
DO36572,3.45,17.24,3.45,3.45,10.34,62.07,ColoRect-AdenoCA
DO36969,4.11,5.48,34.25,6.85,26.03,23.29,ColoRect-AdenoCA
DO8047,5.26,0.0,0.0,15.79,10.53,68.42,ColoRect-AdenoCA
DO44086,2.7,2.7,8.11,2.7,16.22,67.57,ColoRect-AdenoCA
DO37074,12.5,10.71,3.57,0.0,19.64,53.57,ColoRect-AdenoCA
DO8730,3.35,14.73,17.64,1.15,19.49,43.65,ColoRect-AdenoCA
DO9732,1.92,9.62,17.31,1.92,7.69,61.54,ColoRect-AdenoCA
DO10486,2.56,7.69,10.26,2.56,23.08,53.85,ColoRect-AdenoCA
DO9106,0.0,7.41,14.81,0.0,11.11,66.67,ColoRect-AdenoCA
DO36459,3.12,6.25,6.25,3.12,43.75,37.5,ColoRect-AdenoCA
DO7858,0.0,7.14,28.57,0.0,14.29,50.0,ColoRect-AdenoCA
DO7831,0.0,10.64,10.64,0.0,21.28,57.45,ColoRect-AdenoCA
DO8004,0.0,15.79,21.05,5.26,10.53,47.37,ColoRect-AdenoCA
DO36619,0.0,33.33,13.33,6.67,20.0,26.67,ColoRect-AdenoCA
DO36945,0.0,7.41,7.41,0.0,22.22,62.96,ColoRect-AdenoCA
DO44089,0.0,2.7,5.41,5.41,35.14,51.35,ColoRect-AdenoCA
DO44095,2.94,5.88,17.65,8.82,5.88,58.82,ColoRect-AdenoCA
DO9788,4.88,12.2,9.76,7.32,14.63,51.22,ColoRect-AdenoCA
DO36710,0.0,57.14,14.29,0.0,0.0,28.57,ColoRect-AdenoCA
DO8658,1.52,6.06,9.09,4.55,13.64,65.15,ColoRect-AdenoCA
DO44088,4.35,6.52,8.7,4.35,17.39,58.7,ColoRect-AdenoCA
DO37267,0.0,7.14,14.29,0.0,21.43,57.14,ColoRect-AdenoCA
DO9034,0.0,4.55,4.55,9.09,22.73,59.09,ColoRect-AdenoCA
DO36801,11.11,13.89,16.67,0.0,36.11,22.22,ColoRect-AdenoCA
DO7990,3.33,10.0,13.33,1.67,20.0,51.67,ColoRect-AdenoCA
DO27821,0.0,33.33,16.67,0.0,41.67,8.33,Lymph-BNHL
DO52667,25.93,29.63,7.41,0.0,25.93,11.11,Lymph-BNHL
DO27835,6.67,20.0,0.0,6.67,40.0,26.67,Lymph-BNHL
DO221127,9.09,13.64,0.0,4.55,36.36,36.36,Lymph-BNHL
DO27805,0.0,30.77,0.0,0.0,38.46,30.77,Lymph-BNHL
DO52651,0.0,3.12,9.38,0.0,59.38,28.12,Lymph-BNHL
DO52671,13.64,13.64,0.0,4.55,36.36,31.82,Lymph-BNHL
DO52674,17.8,22.88,7.63,0.85,35.59,15.25,Lymph-BNHL
DO52659,4.55,9.09,22.73,0.0,40.91,22.73,Lymph-BNHL
DO27833,3.7,29.63,11.11,7.41,18.52,29.63,Lymph-BNHL
DO52682,10.53,15.79,15.79,0.0,42.11,15.79,Lymph-BNHL
DO52685,13.33,13.33,6.67,3.33,46.67,16.67,Lymph-BNHL
DO52691,0.0,16.67,16.67,16.67,33.33,16.67,Lymph-BNHL
DO52665,5.13,7.69,2.56,0.0,46.15,38.46,Lymph-BNHL
DO222304,0.0,6.45,9.68,3.23,45.16,35.48,Lymph-BNHL
DO52695,0.0,12.5,37.5,12.5,25.0,12.5,Lymph-BNHL
DO27765,0.0,10.0,0.0,0.0,30.0,60.0,Lymph-BNHL
DO52688,0.0,0.0,8.33,0.0,33.33,58.33,Lymph-BNHL
DO27783,9.68,19.35,0.0,6.45,38.71,25.81,Lymph-BNHL
DO52687,9.52,19.05,4.76,4.76,38.1,23.81,Lymph-BNHL
DO27775,0.0,0.0,0.0,0.0,25.0,75.0,Lymph-BNHL
DO27767,11.11,11.11,11.11,0.0,22.22,44.44,Lymph-BNHL
DO27799,8.33,33.33,0.0,0.0,25.0,33.33,Lymph-BNHL
DO27857,6.25,15.62,9.38,3.12,34.38,31.25,Lymph-BNHL
DO27829,50.0,0.0,0.0,0.0,0.0,50.0,Lymph-BNHL
DO52690,0.0,18.18,0.0,0.0,45.45,36.36,Lymph-BNHL
DO27851,4.41,13.24,8.82,0.0,41.18,32.35,Lymph-BNHL
DO52652,7.41,11.11,14.81,0.0,40.74,25.93,Lymph-BNHL
DO27859,7.69,7.69,0.0,0.0,38.46,46.15,Lymph-BNHL
DO27809,7.14,21.43,7.14,0.0,42.86,21.43,Lymph-BNHL
DO52672,11.11,7.41,11.11,3.7,33.33,33.33,Lymph-BNHL
DO27849,10.0,10.0,20.0,0.0,40.0,20.0,Lymph-BNHL
DO52684,10.64,27.66,6.38,0.0,21.28,34.04,Lymph-BNHL
DO27763,0.0,0.0,0.0,0.0,33.33,66.67,Lymph-BNHL
DO27803,8.7,17.39,4.35,0.0,17.39,52.17,Lymph-BNHL
DO52668,0.0,0.0,0.0,0.0,66.67,33.33,Lymph-BNHL
DO52692,1.65,8.26,6.61,3.31,55.37,24.79,Lymph-BNHL
DO52693,13.33,13.33,13.33,0.0,20.0,40.0,Lymph-BNHL
DO52694,12.0,4.0,16.0,0.0,44.0,24.0,Lymph-BNHL
DO27769,0.0,9.09,9.09,9.09,45.45,27.27,Lymph-BNHL
DO52654,17.65,5.88,17.65,0.0,23.53,35.29,Lymph-BNHL
DO27845,0.0,11.11,11.11,0.0,33.33,44.44,Lymph-BNHL
DO52664,7.69,19.23,15.38,0.0,34.62,23.08,Lymph-BNHL
DO27787,6.67,0.0,0.0,0.0,33.33,60.0,Lymph-BNHL
DO52676,22.22,11.11,11.11,0.0,44.44,11.11,Lymph-BNHL
DO52661,4.76,9.52,28.57,0.0,42.86,14.29,Lymph-BNHL
DO27791,11.11,33.33,0.0,0.0,44.44,11.11,Lymph-BNHL
DO52658,10.0,0.0,0.0,0.0,70.0,20.0,Lymph-BNHL
DO52696,0.0,33.33,0.0,16.67,0.0,50.0,Lymph-BNHL
DO27773,7.14,14.29,7.14,0.0,35.71,35.71,Lymph-BNHL
DO52681,8.33,12.5,8.33,0.0,41.67,29.17,Lymph-BNHL
DO27813,0.0,33.33,0.0,0.0,66.67,0.0,Lymph-BNHL
DO52650,2.22,20.0,13.33,11.11,31.11,22.22,Lymph-BNHL
DO52662,12.5,25.0,0.0,0.0,25.0,37.5,Lymph-BNHL
DO27795,25.0,50.0,0.0,0.0,0.0,25.0,Lymph-BNHL
DO221124,10.0,10.0,6.67,0.0,33.33,40.0,Lymph-BNHL
DO222306,4.62,15.38,12.31,3.08,40.0,24.62,Lymph-BNHL
DO52673,0.0,0.0,0.0,0.0,100.0,0.0,Lymph-BNHL
DO52677,10.0,20.0,5.0,0.0,25.0,40.0,Lymph-BNHL
DO52670,7.89,7.89,7.89,7.89,44.74,23.68,Lymph-BNHL
DO52675,0.0,6.06,7.07,1.01,61.62,24.24,Lymph-BNHL
DO52663,6.25,18.75,6.25,3.12,43.75,21.88,Lymph-BNHL
DO52648,13.33,4.44,13.33,2.22,53.33,13.33,Lymph-BNHL
DO52647,11.76,5.88,11.76,0.0,47.06,23.53,Lymph-BNHL
DO222307,4.17,12.5,8.33,4.17,41.67,29.17,Lymph-BNHL
DO27815,50.0,0.0,0.0,0.0,0.0,50.0,Lymph-BNHL
DO27764,0.0,0.0,0.0,0.0,33.33,66.67,Lymph-BNHL
DO222303,4.76,9.52,23.81,0.0,23.81,38.1,Lymph-BNHL
DO221123,7.55,16.98,11.32,0.0,24.53,39.62,Lymph-BNHL
DO52649,0.0,33.33,16.67,0.0,0.0,50.0,Lymph-BNHL
DO27825,11.11,33.33,11.11,0.0,33.33,11.11,Lymph-BNHL
DO52683,0.0,8.33,16.67,0.0,58.33,16.67,Lymph-BNHL
DO27823,0.0,14.29,14.29,14.29,42.86,14.29,Lymph-BNHL
DO27855,6.98,9.3,11.63,2.33,46.51,23.26,Lymph-BNHL
DO27801,15.38,19.23,11.54,0.0,30.77,23.08,Lymph-BNHL
DO27777,4.55,13.64,18.18,9.09,36.36,18.18,Lymph-BNHL
DO222309,5.0,15.0,5.0,0.0,45.0,30.0,Lymph-BNHL
DO27797,16.67,16.67,0.0,0.0,50.0,16.67,Lymph-BNHL
DO27817,0.0,14.29,0.0,14.29,14.29,57.14,Lymph-BNHL
DO27847,0.0,0.0,20.0,0.0,53.33,26.67,Lymph-BNHL
DO27841,16.67,0.0,0.0,16.67,33.33,33.33,Lymph-BNHL
DO27827,4.88,6.1,7.32,2.44,50.0,29.27,Lymph-BNHL
DO52657,11.11,11.11,0.0,33.33,22.22,22.22,Lymph-BNHL
DO27843,22.22,22.22,0.0,0.0,44.44,11.11,Lymph-BNHL
DO27853,7.84,29.41,3.92,0.0,31.37,27.45,Lymph-BNHL
DO52680,0.0,35.71,0.0,14.29,28.57,21.43,Lymph-BNHL
DO52679,3.8,17.72,6.33,0.0,35.44,36.71,Lymph-BNHL
DO27807,0.0,16.67,0.0,0.0,33.33,50.0,Lymph-BNHL
DO27819,0.0,25.0,37.5,0.0,0.0,37.5,Lymph-BNHL
DO27793,20.0,20.0,0.0,0.0,40.0,20.0,Lymph-BNHL
DO52653,12.0,24.0,4.0,0.0,24.0,36.0,Lymph-BNHL
DO221129,15.38,0.0,7.69,0.0,23.08,53.85,Lymph-BNHL
DO27811,13.46,11.54,5.77,3.85,38.46,26.92,Lymph-BNHL
DO52666,8.0,16.0,10.0,4.0,32.0,30.0,Lymph-BNHL
DO222308,6.45,0.0,0.0,0.0,54.84,38.71,Lymph-BNHL
DO27837,0.0,0.0,0.0,14.29,42.86,42.86,Lymph-BNHL
DO52689,23.53,23.53,2.94,2.94,32.35,14.71,Lymph-BNHL
DO52669,11.76,17.65,11.76,0.0,41.18,17.65,Lymph-BNHL
DO27781,0.0,16.67,8.33,0.0,66.67,8.33,Lymph-BNHL
DO27771,7.14,21.43,7.14,0.0,42.86,21.43,Lymph-BNHL
DO52656,0.0,30.77,23.08,0.0,30.77,15.38,Lymph-BNHL
DO27785,8.33,8.33,16.67,0.0,58.33,8.33,Lymph-BNHL
DO27789,0.0,11.11,11.11,0.0,33.33,44.44,Lymph-BNHL
DO52686,8.14,8.53,12.79,0.78,55.43,14.34,Lymph-BNHL
DO222305,7.02,8.77,7.02,1.75,50.88,24.56,Lymph-BNHL
DO27779,13.19,7.69,10.99,0.0,58.24,9.89,Lymph-BNHL
DO52655,14.55,16.36,10.91,3.64,21.82,32.73,Lymph-BNHL
DO43338,0.0,17.65,11.76,0.0,35.29,35.29,Uterus-AdenoCA
DO41446,20.0,10.0,20.0,0.0,20.0,30.0,Uterus-AdenoCA
DO43162,1.96,0.98,22.55,6.86,52.94,14.71,Uterus-AdenoCA
DO42937,5.0,25.0,5.0,15.0,40.0,10.0,Uterus-AdenoCA
DO42169,5.26,15.79,15.79,0.0,15.79,47.37,Uterus-AdenoCA
DO41080,0.0,0.0,50.0,0.0,25.0,25.0,Uterus-AdenoCA
DO42209,12.5,12.5,6.25,0.0,6.25,62.5,Uterus-AdenoCA
DO42424,0.0,14.29,14.29,0.0,28.57,42.86,Uterus-AdenoCA
DO40948,11.11,11.11,27.78,0.0,27.78,22.22,Uterus-AdenoCA
DO43514,5.84,48.7,3.25,0.0,17.53,24.68,Uterus-AdenoCA
DO43610,1.72,6.9,17.24,6.9,43.1,24.14,Uterus-AdenoCA
DO43859,6.25,18.75,6.25,6.25,25.0,37.5,Uterus-AdenoCA
DO40831,0.0,4.0,16.0,8.0,40.0,32.0,Uterus-AdenoCA
DO40930,5.88,5.88,0.0,0.0,17.65,70.59,Uterus-AdenoCA
DO43074,0.0,7.14,7.14,0.0,35.71,50.0,Uterus-AdenoCA
DO42464,7.14,14.29,21.43,0.0,7.14,50.0,Uterus-AdenoCA
DO42432,9.09,9.09,0.0,0.0,36.36,45.45,Uterus-AdenoCA
DO42256,6.04,53.57,2.75,0.27,13.19,24.18,Uterus-AdenoCA
DO43739,0.0,28.57,28.57,14.29,0.0,28.57,Uterus-AdenoCA
DO41951,11.11,11.11,22.22,0.0,22.22,33.33,Uterus-AdenoCA
DO42240,5.56,22.22,27.78,5.56,11.11,27.78,Uterus-AdenoCA
DO41943,5.26,7.89,21.05,2.63,36.84,26.32,Uterus-AdenoCA
DO42544,0.0,0.0,11.11,0.0,33.33,55.56,Uterus-AdenoCA
DO41911,0.0,7.69,15.38,7.69,26.92,42.31,Uterus-AdenoCA
DO41217,20.0,12.73,27.27,5.45,25.45,9.09,Uterus-AdenoCA
DO41530,6.67,6.67,0.0,13.33,46.67,26.67,Uterus-AdenoCA
DO40867,0.0,0.0,0.0,0.0,28.57,71.43,Uterus-AdenoCA
DO43506,6.25,14.29,9.82,1.79,44.64,23.21,Uterus-AdenoCA
DO42400,3.14,7.84,16.86,1.18,18.43,52.55,Uterus-AdenoCA
DO43210,6.25,18.75,12.5,3.12,34.38,25.0,Uterus-AdenoCA
DO43378,0.0,20.0,10.0,0.0,40.0,30.0,Uterus-AdenoCA
DO42881,12.5,12.5,25.0,12.5,25.0,12.5,Uterus-AdenoCA
DO41157,0.0,8.33,16.67,8.33,50.0,16.67,Uterus-AdenoCA
DO43314,5.0,15.0,10.0,5.0,20.0,45.0,Uterus-AdenoCA
DO43658,5.0,5.0,15.0,0.0,60.0,15.0,Uterus-AdenoCA
DO40806,14.29,4.76,4.76,0.0,57.14,19.05,Uterus-AdenoCA
DO41343,0.0,9.52,28.57,0.0,14.29,47.62,Uterus-AdenoCA
DO42304,3.3,15.38,10.99,1.1,31.87,37.36,Uterus-AdenoCA
DO42536,0.0,12.5,25.0,0.0,25.0,37.5,Uterus-AdenoCA
DO41716,0.0,11.76,14.71,8.82,32.35,32.35,Uterus-AdenoCA
DO41056,0.0,18.39,5.75,2.3,24.14,49.43,Uterus-AdenoCA
DO41398,1.47,8.82,33.82,4.41,41.18,10.29,Uterus-AdenoCA
DO43811,12.0,8.0,20.0,4.0,28.0,28.0,Uterus-AdenoCA
DO3614,2.47,3.7,3.7,3.7,66.67,19.75,Breast-AdenoCA
DO2341,13.64,13.64,11.36,2.27,47.73,11.36,Breast-AdenoCA
DO3662,20.83,16.67,25.0,0.0,16.67,20.83,Breast-AdenoCA
DO1076,0.38,0.76,22.14,2.29,61.83,12.6,Breast-AdenoCA
DO1559,11.54,11.54,34.62,0.0,26.92,15.38,Breast-AdenoCA
DO1290,0.0,27.27,27.27,0.0,18.18,27.27,Breast-AdenoCA
DO4719,0.0,16.67,16.67,0.0,33.33,33.33,Breast-AdenoCA
DO2509,6.25,6.25,12.5,0.0,31.25,43.75,Breast-AdenoCA
DO6231,11.11,11.11,17.78,2.22,37.78,20.0,Breast-AdenoCA
DO3482,5.26,5.26,28.95,13.16,21.05,26.32,Breast-AdenoCA
DO2252,23.08,3.85,19.23,7.69,30.77,15.38,Breast-AdenoCA
DO4138,0.0,9.09,18.18,9.09,18.18,45.45,Breast-AdenoCA
DO2222,6.67,13.33,20.0,10.0,36.67,13.33,Breast-AdenoCA
DO2114,0.0,22.22,11.11,0.0,33.33,33.33,Breast-AdenoCA
